Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description,,
BAF67558.1,1279.85528,0.474948949,0.342072312,1.388446044,0.165001264,0.515297051,AP009351.1,1417031,1418293,+,femA,NWMN_1286,methicillin resistance protein FemA,,
BAF67559.1,2302.109172,-0.021057212,0.191807776,-0.109782891,0.91258156,0.977692957,AP009351.1,1418312,1419571,+,femB,NWMN_1287,methicillin resistance expression factor FemB,,
BAF67560.1,352.5791102,0.380752877,0.244896651,1.554749219,0.120005807,0.438309105,AP009351.1,1420254,1421021,+,NWMN_1288,NWMN_1288,conserved hypothetical protein,,
BAF67561.1,471.8491379,0.126953766,0.366345754,0.346540843,0.728936295,0.925502162,AP009351.1,1421069,1421542,-,NWMN_1289,NWMN_1289,conserved hypothetical protein,,
BAF67562.1,176.6745702,-0.04293876,0.248319371,-0.17291748,0.862716291,0.962762634,AP009351.1,1421666,1422367,-,NWMN_1290,NWMN_1290,oligopeptide ABC transporter%2C ATP-binding protein,,
BAF67563.1,35.30285639,-0.451244644,0.412710976,-1.093367199,0.274232609,0.659080052,AP009351.1,1422360,1423133,-,NWMN_1291,NWMN_1291,oligopeptide transporter ATPase,,
BAF67564.1,30.60150511,-0.04020432,0.471624435,-0.085246474,0.932065444,0.980359725,AP009351.1,1423120,1423950,-,NWMN_1292,NWMN_1292,oligopeptide transport system permease domain,,
BAF67565.1,35.11796196,0.186050244,0.401164042,0.463775972,0.64280826,0.886530362,AP009351.1,1423943,1424929,-,NWMN_1293,NWMN_1293,oligopeptide transporter membrane permease domain,,
BAF67566.1,195.9495328,-0.454154721,0.377753576,-1.202251283,0.229266186,0.606114727,AP009351.1,1425233,1425577,-,NWMN_1294,NWMN_1294,conserved hypothetical protein,,
BAF67567.1,1104.353539,1.062296811,0.276173984,3.846476758,0.000119828,0.002881186,AP009351.1,1425782,1427596,+,pepF,NWMN_1295,oligoendopeptidase F,,
BAF67568.1,38.49464174,-0.104254478,0.32346785,-0.322302441,0.747223584,0.930784461,AP009351.1,1427736,1428377,-,phoU,NWMN_1296,phosphate transport system regulatory protein PhoU,,
BAF67569.1,16.65547582,0.04990956,0.494658846,0.100896932,0.919632279,0.978123157,AP009351.1,1428384,1429235,-,pstB,NWMN_1297,phosphate ABC transporter%2C ATP-binding protein,,
BAF67570.1,5.191648373,0.292528688,0.624413091,0.468485834,0.639437199,NA,AP009351.1,1429282,1430199,-,NWMN_1298,NWMN_1298,phosphate ABC transporter%2C permease protein,,
BAF67571.1,2.392937722,0.434379939,0.786883087,0.55202602,0.580930526,NA,AP009351.1,1430201,1431127,-,NWMN_1299,NWMN_1299,phosphate ABC transporter%2C permease protein,,
BAF67572.1,1.961437257,1.133286867,0.8606841,1.316728016,0.187929809,NA,AP009351.1,1431318,1432301,-,pstS,NWMN_1300,phosphate ABC transporter%2C phosphate-binding protein PstS,,
BAF67573.1,0.594099418,0.932317673,1.015644821,0.917956409,0.358641687,NA,AP009351.1,1432841,1433137,+,NWMN_1301,NWMN_1301,truncated transposase for IS1272,,
BAF67574.1,5293.165475,0.100164953,0.351668786,0.284827535,0.775776276,0.937834991,AP009351.1,1433273,1434175,-,NWMN_1302,NWMN_1302,conserved hypothetical protein,,
BAF67575.1,1559.301041,-0.841639179,0.371913536,-2.262996896,0.023635881,0.169666282,AP009351.1,1434322,1435923,+,NWMN_1303,NWMN_1303,ABC transporter ATP-binding protein,,
BAF67576.1,107.0659176,0.691455254,0.24265625,2.849525835,0.004378445,0.050514798,AP009351.1,1436783,1437988,+,lysC,NWMN_1304,aspartokinase II,,
BAF67577.1,155.6072468,0.979514748,0.42498051,2.304846281,0.021175184,0.158421972,AP009351.1,1438052,1439041,+,asd,NWMN_1305,aspartate-semialdehyde dehydrogenase,,
BAF67578.1,114.8015304,0.718485344,0.372848205,1.927018379,0.05397734,0.281490271,AP009351.1,1439043,1439930,+,dapA,NWMN_1306,dihydrodipicolinate synthase,,
BAF67579.1,110.8694713,0.696404078,0.244238092,2.851332778,0.004353638,0.050335465,AP009351.1,1439927,1440649,+,dapB,NWMN_1307,dihydrodipicolinate reductase,,
BAF67580.1,110.1204424,0.634536449,0.236779576,2.67986141,0.007365265,0.075089772,AP009351.1,1440676,1441395,+,dapD,NWMN_1308,tetrahydrodipicolinate acetyltransferase,,
BAF67581.1,66.46137107,0.437531267,0.295757823,1.479356532,0.139045051,0.475348968,AP009351.1,1441538,1442689,+,hipO,NWMN_1309,hippurate hydrolase,,
BAF67582.1,102.4296467,0.356466005,0.411948982,0.865315902,0.386865425,0.752074126,AP009351.1,1442694,1443779,+,alr2,NWMN_1310,alanine racemase 2,,
BAF67583.1,401.2951393,0.191261467,0.212679348,0.899294964,0.368495569,0.742456404,AP009351.1,1443769,1445034,+,lysA,NWMN_1311,diaminopimelate decarboxylase,,
BAF67584.1,78.03864282,0.693711314,0.409519465,1.693964203,0.090272086,0.379967864,AP009351.1,1445274,1445675,-,NWMN_1312,NWMN_1312,conserved hypothetical protein,,
BAF67585.1,8683.54394,-0.202388207,0.418156164,-0.484001492,0.62838481,0.883208377,AP009351.1,1445872,1446072,-,cspA,NWMN_1313,major cold-shock protein CspA,,
BAF67586.1,1073.839698,0.924347797,0.476882403,1.938313913,0.052584936,0.278184736,AP009351.1,1446243,1446551,-,NWMN_1314,NWMN_1314,conserved hypothetical protein,,
BAF67587.1,422.7976866,0.752102209,0.220689295,3.40796869,0.000654484,0.011010731,AP009351.1,1446705,1446983,+,NWMN_1315,NWMN_1315,acylphosphatase,,
BAF67588.1,267.0825852,0.614675394,0.257619161,2.385984768,0.017033457,0.136720536,AP009351.1,1447002,1447631,+,NWMN_1316,NWMN_1316,conserved hypothetical protein,,
BAF67589.1,933.5959777,0.276329939,0.163531451,1.689766329,0.091072668,0.382448901,AP009351.1,1447660,1448799,+,NWMN_1317,NWMN_1317,conserved hypothetical protein,,
BAF67590.1,0.06160524,-0.008294786,0.545961932,-0.015192975,0.987878226,NA,AP009351.1,1448855,1449049,-,NWMN_1318,NWMN_1318,truncated transposase for IS1272,,
BAF67591.1,7.46565192,-0.267242548,0.593804614,-0.450051317,0.652673439,NA,AP009351.1,1449067,1449459,-,NWMN_1319,NWMN_1319,truncated transposase for IS1272,,
BAF67592.1,1059.61493,-0.454348821,0.260317103,-1.745366769,0.080921046,0.357499972,AP009351.1,1449812,1451155,-,NWMN_1320,NWMN_1320,branched-chain amino acid transporter protein,,
BAF67593.1,274.0134123,0.4227124,0.358564285,1.178902691,0.238436926,0.618751794,AP009351.1,1451380,1453266,-,NWMN_1321,NWMN_1321,von Willebrand factor%2C type A,,
BAF67594.1,121.4208775,0.238293763,0.358698001,0.664329778,0.506479266,0.827482962,AP009351.1,1453280,1454071,-,NWMN_1322,NWMN_1322,conserved hypothetical protein,,
BAF67595.1,455.5555373,-0.079671382,0.155312216,-0.512975628,0.607968369,0.874688938,AP009351.1,1454252,1454455,-,NWMN_1323,NWMN_1323,conserved hypothetical protein,,
BAF67596.1,1482.479033,0.095831281,0.152482051,0.628475811,0.529692288,0.837109718,AP009351.1,1454484,1455293,-,NWMN_1324,NWMN_1324,conserved hypothetical protein,,
BAF67597.1,501.2085649,0.274548746,0.238330453,1.151966701,0.249334757,0.630845252,AP009351.1,1455873,1457141,-,sucB,NWMN_1325,dihydrolipoamide succinyltransferase E2 component of 2-oxoglutarate dehydrogenase complex,,
BAF67598.1,543.1976394,1.172131852,0.305890656,3.831865505,0.000127175,0.00302907,AP009351.1,1457155,1459953,-,sucA,NWMN_1326,2-oxoglutarate dehydrogenase E1 component,,
BAF67599.1,161.1612706,-0.0022742,0.242524668,-0.009377191,0.992518193,0.997843453,AP009351.1,1460237,1461592,-,NWMN_1327,NWMN_1327,two-component sensor histidine kinase,,
BAF67600.1,82.95694029,-0.006020305,0.373534986,-0.016117112,0.987140962,0.995383928,AP009351.1,1461589,1462248,-,NWMN_1328,NWMN_1328,two-component response regulator,,
BAF67601.1,264.410763,0.120948042,0.34030327,0.355412517,0.722280573,0.923250246,AP009351.1,1463035,1463649,-,NWMN_1329,NWMN_1329,conserved hypothetical protein,,
BAF67602.1,210.3858612,-0.327499434,0.375502333,-0.872163514,0.383119181,0.751848909,AP009351.1,1463666,1464736,-,murG,NWMN_1330,UDP-N-acetylglucosamine-N-acetylmuramyl-%28pentapeptide%29 pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,
BAF67603.1,109.5136548,-0.322725091,0.327412574,-0.985683254,0.324288569,0.70489206,AP009351.1,1464748,1465257,-,NWMN_1331,NWMN_1331,acetyltransferase%2C GNAT family protein,,
BAF67604.1,515.7323042,0.013581542,0.261417893,0.051953374,0.958565845,0.988533187,AP009351.1,1465657,1467147,-,ctpA,NWMN_1332,carboxyl-terminal protease,,
BAF67605.1,2524.042643,0.484533746,0.176647542,2.742940773,0.006089167,0.065134905,AP009351.1,1467560,1468060,-,NWMN_1333,NWMN_1333,phosphotransferase system glucose-specific IIA component,,
BAF67606.1,1903.77425,0.525033384,0.360058753,1.458188084,0.144788707,0.484179492,AP009351.1,1468072,1468500,-,msrB,NWMN_1334,methionine sulfoxide reductase B,,
BAF67607.1,2720.918922,0.516734709,0.331840114,1.557179762,0.119427812,0.437017326,AP009351.1,1468493,1469026,-,msrA,NWMN_1335,peptide methionine sulfoxide reductase II,,
BAF67608.1,334.2663594,0.150796132,0.433388843,0.347946503,0.727880361,0.92543329,AP009351.1,1469112,1469951,-,NWMN_1336,NWMN_1336,conserved hypothetical protein,,
BAF67609.1,173.0315968,0.162562955,0.248247677,0.654841799,0.512569616,0.830365636,AP009351.1,1469966,1470445,-,dfrA,NWMN_1337,dihydrofolate reductase,,
BAF67610.1,176.6797663,-0.380896771,0.192124632,-1.982550424,0.04741767,0.26292614,AP009351.1,1470645,1471601,-,thyA,NWMN_1338,thymidylate synthase,,
BAF67611.1,308.7735759,-0.026327009,0.25768727,-0.10216651,0.91862451,0.978123157,AP009351.1,1472025,1472462,-,NWMN_1339,NWMN_1339,conserved hypothetical protein,,
BAF67612.1,603.4071276,0.249179182,0.262887224,0.947855808,0.343202865,0.72101191,AP009351.1,1472478,1473602,-,NWMN_1340,NWMN_1340,conserved hypothetical protein,,
BAF67613.1,115.9472739,0.496671213,0.45922321,1.081546408,0.279454129,0.662971823,AP009351.1,1473640,1473891,-,NWMN_1341,NWMN_1341,conserved hypothetical protein,,
BAF67614.1,189.0124373,-0.90862668,0.410991808,-2.210814579,0.02704868,0.182814088,AP009351.1,1474342,1475046,+,NWMN_1342,NWMN_1342,conserved hypothetical protein,,
BAF67615.1,73.22870999,1.541059349,0.430635713,3.578568388,0.000345481,0.006528252,AP009351.1,1475587,1475988,+,NWMN_1343,NWMN_1343,conserved hypothetical protein,,
BAF67616.1,27.21900965,0.29724775,0.347156601,0.85623534,0.391867619,0.756754575,AP009351.1,1476047,1486435,-,ebh2,NWMN_1344,cell wall associated fibronectin-binding protein,,
BAF67617.1,174.6188845,0.382998991,0.202738083,1.889131953,0.05887415,0.296498731,AP009351.1,1486448,1507543,-,ebh1,NWMN_1345,conserved hypothetical protein,,
BAF67618.1,391.4548696,-0.216261488,0.195102383,-1.108451286,0.267666967,0.651990522,AP009351.1,1507941,1509332,-,NWMN_1346,NWMN_1346,conserved hypothetical protein,,
BAF67619.1,737.8922044,-0.290634888,0.196873076,-1.476255133,0.139875414,0.475348968,AP009351.1,1509489,1510811,-,NWMN_1347,NWMN_1347,amino acid permease,,
BAF67620.1,478.0604446,-0.304827462,0.253464603,-1.202643125,0.229114452,0.606114727,AP009351.1,1510842,1511882,-,ilvA,NWMN_1348,threonine dehydratase II,,
BAF67621.1,423.272725,-0.429138868,0.334453612,-1.283104299,0.199455538,0.563913315,AP009351.1,1511977,1513095,-,ald,NWMN_1349,alanine dehydrogenase 2,,
BAF67622.1,502.5653286,-0.227301378,0.169380759,-1.341955125,0.179610546,0.534911126,AP009351.1,1513570,1514448,-,NWMN_1350,NWMN_1350,conserved hypothetical protein,,
BAF67623.1,312.2601908,-0.08043644,0.278749096,-0.288562154,0.77291646,0.936953441,AP009351.1,1514468,1517908,-,NWMN_1351,NWMN_1351,conserved hypothetical protein,,
BAF67624.1,257.2825593,0.076038647,0.377866056,0.201231749,0.840517367,0.952726611,AP009351.1,1518212,1519552,+,NWMN_1352,NWMN_1352,conserved hypothetical protein,,
BAF67625.1,268.3061506,-0.654762112,0.193235486,-3.388415472,0.000702977,0.011610871,AP009351.1,1519758,1520090,-,NWMN_1353,NWMN_1353,conserved hypothetical protein,,
BAF67626.1,884.1718327,-0.338487047,0.301590481,-1.122339953,0.261717925,0.644396491,AP009351.1,1520174,1521319,-,NWMN_1354,NWMN_1354,conserved hypothetical protein,,
BAF67627.1,38002.28979,-0.207079001,0.431633509,-0.479756546,0.631400515,0.883230049,AP009351.1,1521753,1521869,-,NWMN_1355,NWMN_1355,conserved hypothetical protein,,
BAF67628.1,2298.063361,0.063015506,0.271690173,0.23193885,0.816585509,0.946991859,AP009351.1,1521970,1522314,-,NWMN_1356,NWMN_1356,conserved hypothetical protein,,
BAF67629.1,511.1607462,0.142547386,0.278380383,0.512059739,0.608609201,0.874915978,AP009351.1,1522328,1522891,-,NWMN_1357,NWMN_1357,conserved hypothetical protein,,
BAF67630.1,71.96551348,0.440547465,0.348706923,1.263374585,0.206454593,0.573555347,AP009351.1,1522884,1523234,-,NWMN_1358,NWMN_1358,conserved hypothetical protein,,
BAF67631.1,0.564085161,0.946159697,1.008603095,0.938089226,0.348198558,NA,AP009351.1,1523289,1523468,-,NWMN_1359,NWMN_1359,conserved hypothetical protein,,
BAF67632.1,768.4986678,-0.208034102,0.389964986,-0.533468668,0.593709194,0.866796282,AP009351.1,1523723,1524400,+,recU,NWMN_1360,recombination protein U,,
BAF67633.1,5794.274086,-0.358661993,0.235942654,-1.520123585,0.128479918,0.452762564,AP009351.1,1524397,1526580,+,pbpB,NWMN_1361,penicillin binding protein 2,,
BAF67634.1,323.7898782,0.379171371,0.272712786,1.390368881,0.164416891,0.514731738,AP009351.1,1527146,1527487,-,NWMN_1362,NWMN_1362,conserved hypothetical protein,,
BAF67635.1,386.4546821,0.401984036,0.245167436,1.639630622,0.101081992,0.407477407,AP009351.1,1527492,1528151,-,NWMN_1363,NWMN_1363,conserved hypothetical protein,,
BAF67636.1,309.2926246,0.625929718,0.395556313,1.582403561,0.113557472,0.429589433,AP009351.1,1528141,1528827,-,dnaD,NWMN_1364,DNA replication protein DnaD,,
BAF67637.1,2226.877049,-0.607618938,0.163179362,-3.723626151,0.000196382,0.004168508,AP009351.1,1529155,1530447,-,asnS,NWMN_1365,asparaginyl-tRNA synthetase,,
BAF67638.1,586.8965525,-0.106841618,0.179180641,-0.596278805,0.550988988,0.846569247,AP009351.1,1530769,1533462,-,NWMN_1366,NWMN_1366,DnaQ family exonuclease,,
BAF67639.1,221.9717242,0.108769733,0.247438115,0.439583584,0.660238732,0.896262121,AP009351.1,1533486,1534457,-,birA,NWMN_1367,BirA bifunctional protein,,
BAF67640.1,124.7295339,0.166056905,0.239987075,0.691941033,0.488974361,0.818068558,AP009351.1,1534444,1535646,-,NWMN_1368,NWMN_1368,conserved hypothetical protein,,
BAF67641.1,92.81527872,0.49239131,0.331150949,1.48690895,0.13703886,0.471608085,AP009351.1,1535651,1536793,-,NWMN_1369,NWMN_1369,glycosyl transferase%2C group 1 family protein,,
BAF67642.1,113.2956954,0.636372446,0.265057155,2.400887638,0.016355358,0.132847554,AP009351.1,1537034,1537396,-,NWMN_1370,NWMN_1370,MazG nucleotide pyrophosphohydrolase,,
BAF67643.1,21119.0839,0.344786219,0.425294106,0.810700676,0.417537585,0.776662336,AP009351.1,1537688,1538395,-,NWMN_1371,NWMN_1371,conserved hypothetical protein,,
BAF67644.1,1199.218822,0.07766376,0.309408913,0.251006862,0.801808804,0.945230361,AP009351.1,1538440,1539027,-,NWMN_1372,NWMN_1372,conserved hypothetical protein,,
BAF67645.1,151.3329347,-0.11635235,0.389941924,-0.298383791,0.765410259,0.936765618,AP009351.1,1539017,1539592,-,NWMN_1373,NWMN_1373,conserved hypothetical protein,,
BAF67646.1,500.4676238,-0.018253521,0.397504346,-0.045920306,0.963373769,0.988533187,AP009351.1,1539606,1540850,-,NWMN_1374,NWMN_1374,conserved hypothetical protein,,
BAF67647.1,221.8631974,-0.092292896,0.31887039,-0.289437023,0.772246967,0.936953441,AP009351.1,1540857,1542155,-,aroA,NWMN_1375,3-phosphoshikimate 1-carboxyvinyltransferase,,
BAF67648.1,146.1783824,-0.131930181,0.366455903,-0.360016527,0.718834774,0.921718515,AP009351.1,1542165,1543229,-,aroB,NWMN_1376,3-dehydroquinate synthase,,
BAF67649.1,134.3510877,-0.117389598,0.419006188,-0.280161966,0.779353245,0.938233426,AP009351.1,1543255,1544421,-,aroC,NWMN_1377,chorismate synthase,,
BAF67650.1,780.1642324,1.06509131,0.356592214,2.986860817,0.00281858,0.03521703,AP009351.1,1545215,1545664,-,ndk,NWMN_1378,nucleoside diphosphate kinase,,
BAF67651.1,527.7152012,-0.247087788,0.380802983,-0.648859906,0.516428932,0.83124254,AP009351.1,1545756,1546724,-,hepT,NWMN_1379,heptaprenyl diphosphate synthase component II,,
BAF67652.1,326.2574382,-0.219969163,0.366834655,-0.599641172,0.548745402,0.846569247,AP009351.1,1546717,1547442,-,gerCB,NWMN_1380,2-heptaprenyl-1%2C4-naphthoquinone methyltransferase,,
BAF67653.1,219.7070359,0.216051756,0.216647743,0.997249048,0.318643639,0.700165602,AP009351.1,1547445,1548017,-,NWMN_1381,NWMN_1381,conserved hypothetical protein,,
BAF67654.1,6741.017417,-0.027184809,0.440606403,-0.061698624,0.950802836,0.986380796,AP009351.1,1548448,1548720,-,NWMN_1382,NWMN_1382,DNA-binding protein HU,,
BAF67655.1,1419.40257,-0.265341136,0.357653569,-0.741894277,0.458151393,0.80058578,AP009351.1,1548891,1549889,-,gpsA,NWMN_1383,glycerol-3-phosphate dehydrogenase,,
BAF67656.1,2685.797193,-0.077081415,0.393608803,-0.195832547,0.844741234,0.955521204,AP009351.1,1549906,1551216,-,engG,NWMN_1384,GTP-binding protein EngA,,
BAF67657.1,3630.51472,0.443445392,0.267810008,1.655820835,0.097758107,0.400689347,AP009351.1,1551438,1552613,-,rpsA,NWMN_1385,30S ribosomal protein S1,,
BAF67658.1,1157.878975,-0.281569857,0.221753853,-1.269740541,0.204177067,0.570381674,AP009351.1,1553325,1553984,-,cmk,NWMN_1386,cytidylate kinase,,
BAF67659.1,207.7137258,-0.316353582,0.307422228,-1.029052401,0.303455052,0.683487451,AP009351.1,1554061,1555029,+,ansA,NWMN_1387,L-asparaginase,,
BAF67660.1,778.274027,0.386285917,0.269441609,1.433653544,0.151671156,0.495457497,AP009351.1,1555144,1556130,-,NWMN_1388,NWMN_1388,pyridine nucleotide-disulphide oxidoreductase,,
BAF67661.1,2447.514421,0.122594645,0.240922425,0.508855266,0.610853678,0.875422887,AP009351.1,1556532,1557992,-,ebpS,NWMN_1389,elastin binding protein,,
BAF67662.1,192.7039344,0.079600905,0.271078087,0.293645664,0.769028678,0.936853959,AP009351.1,1558145,1559524,-,NWMN_1390,NWMN_1390,conserved hypothetical protein,,
BAF67663.1,89.54629351,0.643678759,0.314156867,2.048908768,0.040471037,0.23824088,AP009351.1,1559514,1560467,-,NWMN_1391,NWMN_1391,conserved hypothetical protein,,
BAF67664.1,1942.561225,-0.754621954,0.427723988,-1.764273164,0.077686,0.346874054,AP009351.1,1560575,1560823,+,fer,NWMN_1392,ferredoxin,,
BAF67665.1,992.9501016,0.591781229,0.443172311,1.335329881,0.181768403,0.538859521,AP009351.1,1560929,1561474,-,NWMN_1393,NWMN_1393,conserved hypothetical protein,,
BAF67666.1,41.31541537,0.137365605,0.331180095,0.414776151,0.67830578,0.90540742,AP009351.1,1562071,1562985,-,NWMN_1394,NWMN_1394,conserved hypothetical protein,,
BAF67667.1,5.72968264,0.098897116,0.601381909,0.164449769,0.869377087,NA,AP009351.1,1563199,1564077,-,NWMN_1395,NWMN_1395,conserved hypothetical protein,,
BAF67668.1,8.571793752,0.157501688,0.552869517,0.284880398,0.775735774,NA,AP009351.1,1564195,1565112,-,NWMN_1396,NWMN_1396,conserved hypothetical protein,,
BAF67669.1,24.29896429,0.415506903,0.360955104,1.15113181,0.249678013,0.631340308,AP009351.1,1565203,1567365,-,NWMN_1397,NWMN_1397,conserved hypothetical protein,,
BAF67670.1,3.002995556,0.286420693,0.718325459,0.398733874,0.690089305,NA,AP009351.1,1567358,1568287,-,NWMN_1398,NWMN_1398,conserved hypothetical protein,,
BAF67671.1,708.40098,0.052537629,0.237224683,0.221467802,0.824728204,0.949501421,AP009351.1,1568532,1570283,-,srrB,NWMN_1399,staphylococcal respiratory response protein SrrB,,
BAF67672.1,954.9239341,0.024287081,0.268051374,0.090606067,0.927805611,0.980359725,AP009351.1,1570264,1570989,-,srrA,NWMN_1400,DNA-binding response regulator SrrA,,
BAF67673.1,357.2346097,-0.256069417,0.322005632,-0.795232726,0.426478138,0.781356213,AP009351.1,1571122,1571859,-,rluB,NWMN_1401,ribosomal large subunit pseudouridine synthase B,,
BAF67674.1,170.6013241,-0.001065537,0.364221753,-0.002925518,0.997665777,0.998902405,AP009351.1,1571852,1572394,-,NWMN_1402,NWMN_1402,conserved hypothetical protein,,
BAF67675.1,276.6296167,0.396341676,0.213734431,1.854365129,0.06368694,0.30921492,AP009351.1,1572387,1573142,-,NWMN_1403,NWMN_1403,conserved hypothetical protein,,
BAF67676.1,110.3079837,0.64252823,0.314402319,2.043649782,0.040988158,0.239227097,AP009351.1,1573210,1573716,+,NWMN_1404,NWMN_1404,conserved hypothetical protein,,
BAF67677.1,848.5507503,0.193053242,0.189643983,1.017977154,0.308688813,0.689217835,AP009351.1,1573794,1574681,-,NWMN_1405,NWMN_1405,integrase%2Frecombinase XerD,,
BAF67678.1,1325.550125,0.32607363,0.381403548,0.854930771,0.392589475,0.7567818,AP009351.1,1574730,1575179,-,NWMN_1406,NWMN_1406,iron uptake regulatory protein,,
