Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description
BAF67851.1,157.2549861,-0.533207155,0.211972298,-2.515456784,0.011887825,6.97E-02,AP009351.1,1747226,1747696,-,nrdR,NWMN_1579,NrdR repressor protein
BAF67852.1,217.2534707,1.656785245,0.214801989,7.713081481,1.23E-14,1.04E-12,AP009351.1,1747906,1748931,-,gapB,NWMN_1580,glyceraldehyde 3-phosphate dehydrogenase 2
BAF67853.1,836.7281043,-0.32490896,0.204085745,-1.592021829,0.1113798,3.03E-01,AP009351.1,1749101,1749724,-,NWMN_1581,NWMN_1581,dephospho-CoA kinase
BAF67854.1,469.9869512,-0.718829084,0.303908309,-2.365282758,0.01801631,9.43E-02,AP009351.1,1749740,1750612,-,NWMN_1582,NWMN_1582,formamidopyrimidine-DNA glycosylase
BAF67855.1,625.6835106,-0.487602818,0.263241837,-1.852299857,0.063982776,2.16E-01,AP009351.1,1750628,1753258,-,polA,NWMN_1583,DNA polymerase I
BAF67856.1,195.3245144,-0.571462554,0.208534905,-2.740368835,0.006137027,4.33E-02,AP009351.1,1753552,1755039,-,NWMN_1584,NWMN_1584,conserved hypothetical protein
BAF67857.1,286.5403605,-0.345279549,0.209917758,-1.644832488,0.10000436,2.84E-01,AP009351.1,1755538,1757202,-,phoR,NWMN_1585,sensory box histidine kinase PhoR
BAF67858.1,228.9625891,-0.59057102,0.203747943,-2.898537336,0.003749077,2.99E-02,AP009351.1,1757199,1757903,-,phoP,NWMN_1586,alkaline phosphatase synthesis transcriptional regulatory protein
BAF67859.1,665.0759125,0.788060103,0.188134262,4.188817568,2.80E-05,4.92E-04,AP009351.1,1758293,1759561,-,citC,NWMN_1587,isocitrate dehydrogenase%2C NADP-dependent
BAF67860.1,368.4348508,0.775594561,0.355992941,2.178679607,0.029355478,1.31E-01,AP009351.1,1759610,1760731,-,citZ,NWMN_1588,citrate synthase II
BAF67861.1,5833.719992,1.029687829,0.404715554,2.544225985,0.01095202,6.60E-02,AP009351.1,1761080,1762441,+,aapA,NWMN_1589,D-serine%2FD-alanine%2Fglycine transporter
BAF67862.1,4.375657493,1.384937725,0.714384533,1.93864461,0.052544628,NA,AP009351.1,1762474,1763280,-,tnp,NWMN_1590,transposase for IS1272
BAF67863.1,7.448135767,0.199991215,0.57728337,0.346435087,0.72901576,8.54E-01,AP009351.1,1763298,1764125,-,NWMN_1591,NWMN_1591,truncated transposase for IS1272
BAF67864.1,8357.448729,-1.067122663,0.152821455,-6.9828066,2.89E-12,1.98E-10,AP009351.1,1764766,1766523,-,pykA,NWMN_1592,pyruvate kinase
BAF67865.1,3105.231567,-1.454776784,0.449869784,-3.233773051,0.001221665,1.22E-02,AP009351.1,1766545,1767513,-,pfk,NWMN_1593,6-phosphofructokinase
BAF67866.1,1529.30379,-0.643533103,0.197339176,-3.261050924,0.001110001,1.13E-02,AP009351.1,1767782,1768726,-,accA,NWMN_1594,acetyl-CoA carboxylase alpha subunit
BAF67867.1,517.1590547,-0.679033897,0.399703742,-1.69884298,0.089348773,2.65E-01,AP009351.1,1768726,1769583,-,accD,NWMN_1595,acetyl-CoA carboxylase beta subunit
BAF67868.1,580.186238,0.011443948,0.395962668,0.028901583,0.976943083,9.89E-01,AP009351.1,1769778,1771007,-,maeB,NWMN_1596,NADP-dependent malic enzyme%2C malate dehydrogenase
BAF67869.1,536.4523354,-0.213942806,0.270602849,-0.790615497,0.429168401,6.46E-01,AP009351.1,1771457,1774654,-,dnaE,NWMN_1597,DNA polymerase III%2C alpha subunit
BAF67870.1,200.6200636,-0.573161837,0.33851172,-1.693181663,0.090420894,2.66E-01,AP009351.1,1774675,1775616,-,NWMN_1598,NWMN_1598,RecJ-like phosphoesterase
BAF67871.1,651.6690713,-0.277017725,0.244542134,-1.132801618,0.257297572,4.85E-01,AP009351.1,1775877,1777175,-,NWMN_1599,NWMN_1599,CBS domain DNA-binding protein
BAF67872.1,3603.76576,0.258734293,0.395405044,0.654352534,0.512884707,7.13E-01,AP009351.1,1777380,1777793,+,NWMN_1600,NWMN_1600,universal stress protein family protein
BAF67873.1,1459.014928,0.585671058,0.397267542,1.47424845,0.140414709,3.49E-01,AP009351.1,1778098,1778787,-,NWMN_1601,NWMN_1601,metallo-beta-lactamase superfamily protein
BAF67874.1,806.9556893,-0.543048675,0.250864871,-2.164705934,0.030410212,1.35E-01,AP009351.1,1778962,1780017,+,NWMN_1602,NWMN_1602,proline dipeptidase homolog
BAF67875.1,345.0468812,0.672881418,0.263127407,2.557245655,0.010550468,6.43E-02,AP009351.1,1780333,1781451,-,ald,NWMN_1603,alanine dehydrogenase 1
BAF67876.1,2596.657738,-0.296404759,0.400918832,-0.739313636,0.459716571,6.70E-01,AP009351.1,1781592,1782092,+,NWMN_1604,NWMN_1604,universal stress protein family protein
BAF67877.1,5079.303692,-0.719506712,0.238488988,-3.016938923,0.002553413,2.23E-02,AP009351.1,1782338,1783540,-,ackA,NWMN_1605,acetate kinase
BAF67878.1,812.3050352,-0.232950566,0.45575296,-0.511133413,0.609257641,7.76E-01,AP009351.1,1783628,1784575,-,NWMN_1606,NWMN_1606,conserved hypothetical protein
BAF67879.1,2760.317982,0.263798915,0.362351208,0.728019968,0.466601363,6.76E-01,AP009351.1,1784698,1785192,-,NWMN_1607,NWMN_1607,thiol peroxidase
BAF67880.1,163.6414187,-0.75863641,0.275851232,-2.750165019,0.005956526,4.24E-02,AP009351.1,1785290,1786060,-,NWMN_1608,NWMN_1608,conserved hypothetical protein
BAF67881.1,155.09477,-0.840837824,0.373411223,-2.25177438,0.024336533,1.17E-01,AP009351.1,1786104,1787327,-,thiI,NWMN_1609,thiamine biosynthesis protein ThiI
BAF67882.1,89.31862989,-0.306736792,0.384717727,-0.797303504,0.425274786,6.43E-01,AP009351.1,1787327,1788466,-,NWMN_1610,NWMN_1610,aminotransferase%2C class V
BAF67883.1,1326.216855,-0.464785457,0.147514297,-3.150782453,0.001628337,1.56E-02,AP009351.1,1788838,1790532,-,ezrA,NWMN_1611,septation ring formation regulator EzrA
BAF67884.1,206.0522003,-0.665528733,0.274759944,-2.422218917,0.015426054,8.42E-02,AP009351.1,1790669,1791133,+,NWMN_1612,NWMN_1612,conserved hypothetical protein
BAF67885.1,10951.57072,0.362828479,0.365614506,0.992379881,0.32101225,5.51E-01,AP009351.1,1791377,1791979,+,rpsD,NWMN_1613,30S ribosomal protein S4
BAF67886.1,72.61875194,-0.214555278,0.309420156,-0.6934108,0.488051787,6.95E-01,AP009351.1,1792195,1792938,-,NWMN_1614,NWMN_1614,glycerophosphoryl diester phosphodiesterase
BAF67887.1,246.50571,0.386492409,0.427072592,0.904980596,0.365475667,5.95E-01,AP009351.1,1793018,1793464,+,NWMN_1615,NWMN_1615,osmotic stress-related protein
BAF67888.1,509.6113426,-1.415078196,0.309190372,-4.576721417,4.72E-06,1.02E-04,AP009351.1,1793578,1794738,+,NWMN_1616,NWMN_1616,aminotransferase%2C class V
BAF67889.1,566.5791327,-0.884683168,0.196227141,-4.508464854,6.53E-06,1.35E-04,AP009351.1,1794725,1796329,+,serA,NWMN_1617,D-3-phosphoglycerate dehydrogenase
BAF67890.1,364.5846132,-0.2258368,0.174621863,-1.293290523,0.195910597,4.19E-01,AP009351.1,1796479,1797609,-,NWMN_1618,NWMN_1618,haloacid dehalogenase-like hydrolase
BAF67891.1,998.3778082,-0.695565358,0.156855602,-4.434431079,9.23E-06,1.82E-04,AP009351.1,1797716,1799182,-,NWMN_1619,NWMN_1619,PTS system%2C N-acetylglucosamine-specific IIBC component
BAF67892.1,358.2629902,-0.824890359,0.190038246,-4.340654466,1.42E-05,2.66E-04,AP009351.1,1799310,1799927,-,plsC,NWMN_1620,1-acyl-sn-glycerol-3-phosphate acyltransferase
BAF67893.1,1333.148126,-0.668071902,0.130784306,-5.108196236,3.25E-07,9.10E-06,AP009351.1,1800099,1801373,+,NWMN_1621,NWMN_1621,conserved hypothetical protein
BAF67894.1,505.0432763,-1.042467043,0.214565528,-4.85850198,1.18E-06,2.88E-05,AP009351.1,1801467,1802729,-,tyrS,NWMN_1622,tyrosyl-tRNA synthetase
BAF67895.1,198.2394737,0.204024443,0.182508768,1.117888448,0.263614639,4.92E-01,AP009351.1,1803111,1804016,+,NWMN_1623,NWMN_1623,glycosyl transferase%2C family 51
BAF67896.1,94.12994922,-0.162256166,0.252467992,-0.642680147,0.520431666,7.19E-01,AP009351.1,1804219,1806906,-,NWMN_1624,NWMN_1624,haptoglobin-binding surface anchored protein
BAF67897.1,2044.340471,0.029397802,0.232789812,0.126284746,0.89950653,9.47E-01,AP009351.1,1807240,1808907,-,fhs,NWMN_1625,formate-tetrahydrofolate ligase
BAF67898.1,174.4676736,-0.025215355,0.213757355,-0.117962515,0.906097359,9.49E-01,AP009351.1,1809347,1811053,-,acs,NWMN_1626,acetyl-CoA synthetase
BAF67899.1,26.96962567,0.095229683,0.325788852,0.292304915,0.770053501,8.78E-01,AP009351.1,1811222,1811854,+,acuA,NWMN_1627,acetoin utilization protein
BAF67900.1,42.19307632,0.466171522,0.307335125,1.516818234,0.129312582,3.32E-01,AP009351.1,1811879,1813048,+,acuC,NWMN_1628,acetoin utilization protein AcuC
BAF67901.1,3325.676956,-0.073419852,0.201960534,-0.36353564,0.716204795,8.46E-01,AP009351.1,1813146,1814135,-,ccpA,NWMN_1629,catabolite control protein A
BAF67902.1,913.8121166,-0.396650599,0.16412591,-2.416745771,0.01565995,8.51E-02,AP009351.1,1814675,1815766,-,NWMN_1630,NWMN_1630,DAHP synthetase-chorismate mutase
BAF67903.1,710.7541925,-0.986177754,0.280495738,-3.515838647,0.000438367,5.01E-03,AP009351.1,1816466,1817983,-,NWMN_1631,NWMN_1631,conserved hypothetical protein
BAF67904.1,3810.791507,0.540766075,0.421227372,1.283786644,0.199216618,4.22E-01,AP009351.1,1818057,1818548,-,NWMN_1632,NWMN_1632,general stress protein-like protein
BAF67905.1,1388.042501,-0.176835463,0.240817769,-0.734312356,0.462758389,6.73E-01,AP009351.1,1818622,1819935,-,murC,NWMN_1633,UDP-N-acetylmuramate-alanine ligase
BAF67906.1,811.5299393,-0.493867854,0.312122058,-1.58229078,0.113583204,3.07E-01,AP009351.1,1819959,1823783,-,NWMN_1634,NWMN_1634,FtsK%2FSpoIIIE %28DNA translocase stage III%29 family protein
BAF67907.1,142.4718389,-0.837048184,0.339613634,-2.464707247,0.013712524,7.72E-02,AP009351.1,1823804,1824400,-,NWMN_1635,NWMN_1635,conserved hypothetical protein
BAF67908.1,174.3970251,0.277399283,0.209855249,1.321860114,0.186214736,4.08E-01,AP009351.1,1824429,1825286,-,NWMN_1636,NWMN_1636,conserved hypothetical protein
BAF67909.1,569.5904439,-0.301832099,0.198300659,-1.522093274,0.127985711,3.31E-01,AP009351.1,1825386,1825697,-,NWMN_1637,NWMN_1637,thioredoxin homolog
BAF67910.1,1798.187104,-0.81742697,0.312147801,-2.618717698,0.008826095,5.63E-02,AP009351.1,1825762,1826838,-,NWMN_1638,NWMN_1638,glutamyl-aminopeptidase
BAF67911.1,351.1260701,0.747392173,0.448031903,1.668167306,0.095282519,2.76E-01,AP009351.1,1826925,1827236,+,NWMN_1639,NWMN_1639,propeptide%2C PepSY amd peptidase M4
BAF67912.1,404.597095,0.684975345,0.312530752,2.191705421,0.028400784,1.28E-01,AP009351.1,1827361,1828203,-,NWMN_1640,NWMN_1640,conserved hypothetical protein
BAF67913.1,1134.935067,-0.233747715,0.157572817,-1.483426641,0.137961094,3.46E-01,AP009351.1,1828673,1829317,-,NWMN_1641,NWMN_1641,tRNA %28guanine-N%287%29-%29-methyltransferase
BAF67914.1,2135.738565,0.016799561,0.200205305,0.083911666,0.933126664,9.64E-01,AP009351.1,1829332,1830123,-,NWMN_1642,NWMN_1642,conserved hypothetical protein
BAF67915.1,234.7319907,-0.575832188,0.323383127,-1.780650068,0.074969635,2.38E-01,AP009351.1,1830673,1831521,-,NWMN_1643,NWMN_1643,D-alanine aminotransferase
BAF67916.1,1266.316975,-0.341587934,0.155430478,-2.197689533,0.027971238,1.27E-01,AP009351.1,1831525,1832934,-,NWMN_1644,NWMN_1644,peptidase M20%2FM25%2FM40 family protein
BAF67917.1,842.5785227,-0.061952039,0.221161957,-0.280120688,0.779384913,8.81E-01,AP009351.1,1833854,1834276,-,NWMN_1645,NWMN_1645,conserved hypothetical protein
BAF67918.1,570.7926571,-0.441383561,0.322651081,-1.367990337,0.171315101,3.91E-01,AP009351.1,1834293,1834988,-,NWMN_1646,NWMN_1646,ribosomal small subunit pseudouridine synthase A
BAF67919.1,569.3207192,-0.202741388,0.244573152,-0.828960116,0.407126976,6.30E-01,AP009351.1,1834985,1836646,-,NWMN_1647,NWMN_1647,polysaccharide biosynthesis protein
BAF67920.1,433.3617106,-0.441421249,0.281102923,-1.570318954,0.116340927,3.11E-01,AP009351.1,1837053,1838321,+,NWMN_1648,NWMN_1648,conserved hypothetical protein
BAF67921.1,41.62365334,0.065170475,0.291755936,0.223373261,0.823245013,9.05E-01,AP009351.1,1838438,1844998,-,NWMN_1649,NWMN_1649,conserved hypothetical protein
BAF67922.1,266.7051001,-0.610458912,0.240754717,-2.535605201,0.011225321,6.70E-02,AP009351.1,1845324,1845635,-,NWMN_1650,NWMN_1650,conserved hypothetical protein
BAF67923.1,1021.450374,-0.950230305,0.394046652,-2.411466513,0.015888511,8.59E-02,AP009351.1,1845657,1848074,-,leuS,NWMN_1651,leucyl-tRNA synthetase
BAF67924.1,1374.203505,0.656988489,0.335510083,1.958178077,0.050209121,1.88E-01,AP009351.1,1848362,1849543,-,NWMN_1652,NWMN_1652,multidrug resistance transporter protein B
BAF67925.1,1604.707387,-0.286832298,0.3052062,-0.939798397,0.347320981,5.77E-01,AP009351.1,1849653,1850606,+,NWMN_1653,NWMN_1653,conserved hypothetical protein
BAF67926.1,397.7632368,-0.121512745,0.294656767,-0.412387426,0.680055478,8.24E-01,AP009351.1,1850603,1851166,+,NWMN_1654,NWMN_1654,conserved hypothetical protein
BAF67927.1,1780.794066,0.07445265,0.428511493,0.173747148,0.862064182,9.29E-01,AP009351.1,1851286,1851786,-,NWMN_1655,NWMN_1655,staphylococcal accessory regulator Rot
BAF67928.1,29.86111304,-0.082953669,0.323851019,-0.256147625,0.797836849,8.90E-01,AP009351.1,1852428,1852919,-,NWMN_1656,NWMN_1656,truncated transposase for IS1272
BAF67929.1,1052.160801,-0.053330225,0.198574194,-0.268565736,0.788263883,8.86E-01,AP009351.1,1853266,1854093,-,NWMN_1657,NWMN_1657,conserved hypothetical protein
BAF67930.1,237.5032096,2.482906852,0.316993883,7.832664873,4.78E-15,4.22E-13,AP009351.1,1854327,1855328,+,putA,NWMN_1658,proline dehydrogenase
BAF67931.1,178.4536683,-0.914525133,0.232501937,-3.933408659,8.37E-05,1.24E-03,AP009351.1,1855450,1855914,-,ribH,NWMN_1659,riboflavin synthase%2C beta subunit
BAF67932.1,237.7360495,-1.07820109,0.345048849,-3.124778106,0.001779392,1.67E-02,AP009351.1,1855927,1857108,-,ribA,NWMN_1660,riboflavin biosynthesis protein
BAF67933.1,82.36929704,-0.944708694,0.348787239,-2.708552923,0.006757733,4.61E-02,AP009351.1,1857119,1857751,-,ribB,NWMN_1661,riboflavin synthase%2C alpha subunit
BAF67934.1,141.8043275,-0.743377369,0.312107262,-2.381800933,0.017228208,9.10E-02,AP009351.1,1857758,1858801,-,ribD,NWMN_1662,riboflavin biosynthesis protein RibD
BAF67935.1,25.5316634,-0.060733813,0.383056834,-0.158550397,0.874023112,9.37E-01,AP009351.1,1859282,1860784,-,NWMN_1663,NWMN_1663,conserved hypothetical protein
BAF67936.1,87.63884592,-0.31647315,0.232218074,-1.362827378,0.17293692,3.93E-01,AP009351.1,1861307,1861621,+,NWMN_1664,NWMN_1664,arsenical resistance operon repressor
BAF67937.1,249.9232289,-0.503155758,0.240539835,-2.091777265,0.036458445,1.53E-01,AP009351.1,1861621,1862913,+,NWMN_1665,NWMN_1665,aresenical pump membrane protein
BAF67938.1,135.6667585,-0.363783316,0.210545828,-1.727810609,0.084022185,2.55E-01,AP009351.1,1862931,1863326,+,arsC,NWMN_1666,arsenate reductase
BAF67939.1,2276.156561,0.477848406,0.163206128,2.927882753,0.003412787,2.78E-02,AP009351.1,1863621,1864475,-,NWMN_1667,NWMN_1667,mannosyl-glycoprotein endo-beta-N-acetylglucosamidase
BAF67940.1,6.218250441,0.613769403,0.601834896,1.019830201,0.307808997,NA,AP009351.1,1865174,1865644,+,NWMN_1668,NWMN_1668,conserved hypothetical protein
BAF67941.1,7.732511817,0.271082706,0.596165274,0.454710662,0.64931741,8.04E-01,AP009351.1,1865757,1866200,+,NWMN_1669,NWMN_1669,conserved hypothetical protein
BAF67942.1,210.7299261,0.568259741,0.407901092,1.393131208,0.163580117,3.80E-01,AP009351.1,1866187,1866630,-,NWMN_1670,NWMN_1670,conserved hypothetical protein
BAF67943.1,49.75724782,0.147706303,0.327864849,0.450509725,0.652342943,8.07E-01,AP009351.1,1866926,1867561,+,NWMN_1671,NWMN_1671,CAAX amino terminal protease family protein
BAF67944.1,4306.309914,-0.438367599,0.203772994,-2.151254645,0.031456106,1.38E-01,AP009351.1,1868001,1868714,-,NWMN_1672,NWMN_1672,transaldolase
BAF67945.1,581.3763937,1.513825608,0.435119615,3.4791022,0.000503097,5.63E-03,AP009351.1,1868974,1869276,+,NWMN_1673,NWMN_1673,conserved hypothetical protein
BAF67946.1,69.13198768,2.035218438,0.414913014,4.905168959,9.33E-07,2.33E-05,AP009351.1,1869454,1869897,+,NWMN_1674,NWMN_1674,CrcB-like protein
BAF67947.1,59.36085969,1.617643528,0.388150333,4.167569596,3.08E-05,5.37E-04,AP009351.1,1869894,1870247,+,NWMN_1675,NWMN_1675,CrcB-like protein
BAF67948.1,6.179543067,0.422819771,0.62968531,0.671477903,0.501916132,NA,AP009351.1,1870802,1871626,+,NWMN_1676,NWMN_1676,truncated transposase for IS1272
BAF67949.1,3.285312559,0.529831233,0.797424176,0.664428354,0.506416191,NA,AP009351.1,1871659,1872267,+,NWMN_1677,NWMN_1677,truncated transposase for IS1272
BAF67950.1,719.6811166,0.481202095,0.323458401,1.487678458,0.136835711,3.44E-01,AP009351.1,1872330,1873163,-,NWMN_1678,NWMN_1678,oxidoreductase
BAF67951.1,1659.177915,0.027150579,0.17577889,0.154458704,0.87724807,9.39E-01,AP009351.1,1873375,1874283,-,NWMN_1679,NWMN_1679,conserved hypothetical protein
BAF67952.1,4334.807063,0.060933936,0.271736509,0.224239047,0.822571302,9.05E-01,AP009351.1,1874408,1875601,-,metK,NWMN_1680,S-adenosylmethionine synthetase
BAF67953.1,674.3230176,1.807602156,0.29945352,6.036336316,1.58E-09,7.19E-08,AP009351.1,1875972,1877564,+,pckA,NWMN_1681,phosphoenolpyruvate carboxykinase
BAF67954.1,257.6288935,0.425574642,0.424652406,1.002171743,0.316260653,5.47E-01,AP009351.1,1877700,1878185,-,tnp,NWMN_1682,transposase
BAF67955.1,212.9528808,0.531573572,0.355975929,1.493285163,0.135362558,3.42E-01,AP009351.1,1878560,1879330,-,NWMN_1683,NWMN_1683,conserved hypothetical protein
BAF67956.1,47.876676,0.620918119,0.295959929,2.097980362,0.03590688,1.52E-01,AP009351.1,1879311,1879790,-,NWMN_1684,NWMN_1684,MutT%2Fnudix family protein
BAF67957.1,202.5568377,-0.426320421,0.209084638,-2.038984905,0.041451534,1.66E-01,AP009351.1,1880104,1881105,-,menC,NWMN_1685,o-succinylbenzoic acid synthetase
BAF67958.1,256.2941352,-0.446420339,0.237596755,-1.878899141,0.060258266,2.08E-01,AP009351.1,1881110,1882588,-,memE,NWMN_1686,o-succinylbenzoic acid-coa ligase
BAF67959.1,88.82876165,0.68586038,0.37518435,1.828062339,0.067540196,2.23E-01,AP009351.1,1882747,1883229,-,NWMN_1687,NWMN_1687,conserved hypothetical protein
BAF67960.1,78.37773142,-0.156010993,0.426189122,-0.366060476,0.714319949,8.46E-01,AP009351.1,1883505,1883957,+,NWMN_1688,NWMN_1688,conserved hypothetical protein
BAF67961.1,93.90159368,0.086103997,0.316422096,0.272117524,0.785531656,8.84E-01,AP009351.1,1884236,1885231,+,NWMN_1689,NWMN_1689,conserved hypothetical protein
BAF67962.1,20.67758232,1.088712613,0.409784933,2.656790247,0.007888851,5.16E-02,AP009351.1,1885307,1885933,+,NWMN_1690,NWMN_1690,conserved hypothetical protein
BAF67963.1,5.366864501,0.617113696,0.612372301,1.007742667,0.313578016,NA,AP009351.1,1885974,1886318,+,NWMN_1691,NWMN_1691,conserved hypothetical protein
BAF67964.1,11.46624485,0.0017277,0.44413462,0.003890037,0.996896207,9.99E-01,AP009351.1,1886416,1886967,+,NWMN_1692,NWMN_1692,conserved hypothetical protein
BAF67965.1,43.04601563,0.6550235,0.341769866,1.916563058,0.055293465,1.98E-01,AP009351.1,1887185,1887826,-,NWMN_1693,NWMN_1693,conserved hypothetical protein
BAF67966.1,62.96121112,0.591881335,0.335447431,1.764453325,0.077655687,2.45E-01,AP009351.1,1888314,1888697,-,NWMN_1694,NWMN_1694,conserved hypothetical protein
BAF67967.1,12.70393466,0.114656625,0.529554403,0.21651529,0.828586108,9.09E-01,AP009351.1,1889301,1889444,-,NWMN_1695,NWMN_1695,truncated transposase
BAF67968.1,155.3571221,-0.017281026,0.235343129,-0.073429067,0.941464688,9.67E-01,AP009351.1,1890314,1890691,-,NWMN_1696,NWMN_1696,conserved hypothetical protein
BAF67969.1,24.15528942,-0.000197768,0.366421956,-0.000539727,0.99956936,1.00E+00,AP009351.1,1891212,1891772,-,NWMN_1697,NWMN_1697,conserved hypothetical protein
BAF67970.1,62.9360975,-0.07441468,0.27485537,-0.270741225,0.786590067,8.85E-01,AP009351.1,1891977,1895027,-,NWMN_1698,NWMN_1698,conserved hypothetical protein
BAF67971.1,99.98217645,-0.701564799,0.232726762,-3.014542855,0.002573668,2.24E-02,AP009351.1,1896174,1897373,-,hsdS,NWMN_1699,type I restriction modification system%2C site specificity determination subunit
BAF67972.1,182.9203057,-0.802727641,0.230607651,-3.48092372,0.000499688,5.60E-03,AP009351.1,1897366,1899105,-,hsdM,NWMN_1700,type I restriction-modification system%2C methyltransferase subunit
BAF67973.1,2.378838062,-0.078163381,0.79944165,-0.097772465,0.922112972,NA,AP009351.1,1899285,1900004,-,splF,NWMN_1701,serine protease SplF
BAF67974.1,0.52694457,1.163220969,0.997627972,1.165986723,0.243619814,NA,AP009351.1,1900155,1900871,-,splE,NWMN_1702,serine protease SplE
BAF67975.1,0.491315788,-1.429089829,0.994989333,-1.436286582,0.150920811,NA,AP009351.1,1901029,1901748,-,splD,NWMN_1703,serine protease SplD
BAF67976.1,3.026663592,0.553349401,0.787991968,0.702227209,0.48253748,NA,AP009351.1,1901869,1902588,-,splC,NWMN_1704,serine protease SplC
BAF67977.1,3.303397202,-0.630867978,0.739754462,-0.852807264,0.393766195,NA,AP009351.1,1902646,1903368,-,splB,NWMN_1705,serine protease SplB
BAF67978.1,7.22108632,-0.238283408,0.549008969,-0.434024619,0.664270564,8.15E-01,AP009351.1,1903493,1904209,-,splA,NWMN_1706,serine protease SplA
BAF67979.1,1.938629926,0.423336806,0.939401461,0.45064525,0.652245248,NA,AP009351.1,1904669,1904860,+,NWMN_1707,NWMN_1707,hypothetical protein
BAF67980.1,21.35235855,1.146690124,0.470603817,2.436635833,0.014824601,8.19E-02,AP009351.1,1905173,1905739,+,NWMN_1708,NWMN_1708,conserved hypothetical protein
BAF67981.1,158.6191013,0.018257182,0.285095139,0.064038911,0.948939244,9.72E-01,AP009351.1,1906213,1906923,-,bsaG,NWMN_1709,lantibiotic ABC transporter protein
